,X,property_type,claim_id,claim_amount,property_value,pml,deductible,claim_status,payment,incident_date,payment_date,incident_type,prem,cluster,XL_lower_lim,XL_upper_lim,XL_lower_lim_%_PML,net_prem,% of risk not removed,layer_prem
12250,12250,house,6b852cd7,196970,"477,000","95,000","5,000",settled,191970,25/07/2023,23/10/2023,water damage,489,,,,,,,
12251,12251,house,c52a6a16,214610,"371,000","74,000","5,000",settled,209610,13/09/2021,12/12/2021,fire,371,,,,,,,
12252,12252,house,234cb8c1,190400,"537,000","107,000","5,000",under investigation,0,06/01/2022,NA,other,527,,,,,,,
12253,12253,house,351269cb,221020,"527,000","105,000","2,000",settled,219020,09/03/2006,07/06/2006,water damage,525,,,,,,,
12254,12254,house,3440d6b6,191770,"281,000","56,000",500,settled,191270,05/01/2014,05/04/2014,fire,281,,,,,,,
12255,12255,house,7dcd2080,201530,"346,000","69,000","2,000",settled,199530,17/05/2008,15/08/2008,nat cat,360,,,,,,,
12256,12256,house,3422d7a8,217620,"-8,000","-2,000","2,000",settled,215620,03/05/2004,01/08/2004,water damage,21,,,,,,,
12257,12257,house,a6add3fe,216620,"464,000","93,000","1,000",settled,215620,11/10/2014,09/01/2015,water damage,466,,,,,,,
12258,12258,house,d85dc3d2,220670,"530,000","106,000","1,000",under investigation,0,08/07/2009,NA,fire,546,,,,,,,
12259,12259,house,6b5c5d49,193580,"704,000","141,000",500,settled,193080,14/03/2019,12/06/2019,fire,699,,,,,,,
12260,12260,house,35cdc91f,189100,"525,000","105,000","1,000",settled,188100,05/05/2023,03/08/2023,fire,543,,,,,,,
12261,12261,house,fb5d8b90,216840,"419,000","84,000",500,settled,216340,22/09/2007,21/12/2007,fire,421,,,,,,,
12262,12262,house,5840f030,212600,"301,000","60,000","2,000",settled,210600,19/05/2007,17/08/2007,fire,288,,,,,,,
12263,12263,house,54cc9e16,211160,"421,000","84,000","1,000",settled,210160,07/03/2008,05/06/2008,water damage,407,,,,,,,
12264,12264,house,ba405748,200660,"385,000","77,000","5,000",settled,195660,07/12/2023,06/03/2024,fire,379,,,,,,,
12265,12265,house,655d36ba,197100,"285,000","57,000","2,000",under investigation,0,29/07/2019,NA,other,304,,,,,,,
12266,12266,house,f9cf8864,225230,"561,000","112,000",500,settled,224730,10/01/2019,10/04/2019,nat cat,572,,,,,,,
12267,12267,house,c0b8d265,197900,"536,000","107,000","2,000",settled,195900,04/04/2013,03/07/2013,other,518,,,,,,,
12268,12268,house,5f6efcfb,216860,"296,000","59,000",500,under investigation,0,25/04/2013,NA,fire,310,,,,,,,
12269,12269,house,21abb159,187660,"313,000","63,000","2,000",settled,185660,16/02/2022,17/05/2022,nat cat,319,,,,,,,
12270,12270,house,cfb450c8,211510,"559,000","112,000",500,settled,211010,26/11/2008,24/02/2009,nat cat,549,,,,,,,
12271,12271,house,abba562b,211130,"540,000","108,000","2,000",settled,209130,27/05/2014,25/08/2014,water damage,526,,,,,,,
12272,12272,house,030b3d7b,179820,"580,000","116,000",500,settled,179320,17/06/2018,15/09/2018,water damage,576,,,,,,,
12273,12273,house,421042ee,204080,"544,000","109,000","5,000",settled,199080,25/06/2008,23/09/2008,other,553,,,,,,,
12274,12274,house,30583e38,190870,"261,000","52,000","1,000",under investigation,0,03/12/2013,NA,fire,255,,,,,,,
12275,12275,house,3733178e,174020,"488,000","98,000","1,000",settled,173020,25/03/2020,23/06/2020,fire,471,,,,,,,
12276,12276,house,25d02ee5,200490,"489,000","98,000","5,000",settled,195490,10/10/2023,08/01/2024,nat cat,475,,,,,,,
12277,12277,house,3958dbc7,205160,"588,000","118,000","1,000",denied,0,01/03/2010,NA,other,606,,,,,,,
12278,12278,house,068fda27,188660,"616,000","123,000","1,000",under investigation,0,22/05/2009,NA,nat cat,628,,,,,,,
12279,12279,house,46b43fa9,205030,"430,000","86,000",500,under investigation,0,29/10/2012,NA,fire,419,,,,,,,
12280,12280,house,a902bf35,198710,"411,000","82,000","1,000",under investigation,0,25/09/2014,NA,fire,422,,,,,,,
12281,12281,house,9c2c224a,188870,"746,000","149,000","5,000",open,20000,12/10/2021,10/01/2022,theft,741,,,,,,,
12282,12282,house,2a5986d7,211950,"464,000","93,000",500,under investigation,0,10/10/2019,NA,nat cat,451,,,,,,,
12283,12283,house,b7777ebc,199740,"445,000","89,000","1,000",settled,198740,15/10/2005,13/01/2006,nat cat,450,,,,,,,
12284,12284,house,c6d21d24,200970,"321,000","64,000","1,000",settled,199970,05/05/2015,03/08/2015,water damage,315,,,,,,,
12285,12285,house,3da5d45a,189540,"213,000","43,000",500,settled,189040,13/04/2018,12/07/2018,water damage,213,,,,,,,
12286,12286,house,0a3824a8,171220,"310,000","62,000","2,000",settled,169220,10/07/2012,08/10/2012,fire,290,,,,,,,
12287,12287,house,abe0470d,202700,"403,000","81,000","2,000",settled,200700,28/12/2004,28/03/2005,water damage,395,,,,,,,
12288,12288,house,e17d0af8,203190,"604,000","121,000",500,under investigation,0,22/07/2016,NA,nat cat,603,,,,,,,
12289,12289,house,b8c7d605,208910,"422,000","84,000",500,settled,208410,06/06/2006,04/09/2006,fire,413,,,,,,,
12290,12290,house,d71613bc,209240,"369,000","74,000","2,000",settled,207240,10/02/2005,11/05/2005,other,351,,,,,,,
12291,12291,house,1f86c697,187930,"303,000","61,000","5,000",settled,182930,25/02/2015,26/05/2015,fire,306,,,,,,,
12292,12292,house,85be187d,215130,"626,000","125,000","1,000",settled,214130,05/10/2018,03/01/2019,water damage,616,,,,,,,
12293,12293,house,868824a6,183010,"268,000","54,000","2,000",settled,181010,08/03/2014,06/06/2014,fire,274,,,,,,,
12294,12294,house,d5b2156f,190620,"590,000","118,000",500,settled,190120,06/06/2010,04/09/2010,fire,605,,,,,,,
12295,12295,house,3d0af91c,169240,"402,000","80,000","5,000",settled,164240,06/02/2020,06/05/2020,water damage,409,,,,,,,
12296,12296,house,83e0245a,201900,"240,000","48,000","5,000",under investigation,0,14/11/2012,NA,fire,238,,,,,,,
12297,12297,house,d4ecb0dd,195820,"598,000","120,000",500,settled,195320,02/08/2006,31/10/2006,nat cat,599,,,,,,,
12298,12298,house,25385c1d,230360,"510,000","102,000","5,000",settled,225360,03/12/2011,02/03/2012,nat cat,496,,,,,,,
12299,12299,house,9c3c702b,204250,"401,000","80,000","2,000",settled,202250,07/03/2012,05/06/2012,fire,393,,,,,,,
12300,12300,house,1b84459c,186430,"663,000","133,000",500,under investigation,0,12/04/2013,NA,fire,661,,,,,,,
12301,12301,house,75a8bc90,188560,"539,000","108,000","1,000",settled,187560,14/09/2022,13/12/2022,water damage,551,,,,,,,
12302,12302,house,ed453607,241850,"287,000","57,000","5,000",under investigation,0,15/02/2009,NA,nat cat,277,,,,,,,
12303,12303,house,30c42ef2,202530,"1,000",0,"5,000",settled,197530,14/09/2007,13/12/2007,fire,20,,,,,,,
12304,12304,house,8d624e90,194420,"153,000","31,000",500,under investigation,0,21/04/2007,NA,fire,137,,,,,,,
12305,12305,house,c1975825,206860,"539,000","108,000","5,000",settled,201860,30/01/2009,30/04/2009,other,555,,,,,,,
12306,12306,house,9f3ed95c,204950,"380,000","76,000","5,000",settled,199950,18/01/2014,18/04/2014,water damage,384,,,,,,,
12307,12307,house,74d609c3,201890,"469,000","94,000","5,000",settled,196890,14/03/2008,12/06/2008,water damage,482,,,,,,,
12308,12308,house,911b85a9,197120,"503,000","101,000",500,open,20000,31/08/2012,29/11/2012,theft,507,,,,,,,
12309,12309,house,8cf76c16,198180,"857,000","171,000","1,000",settled,197180,30/10/2004,28/01/2005,fire,869,,,,,,,
12310,12310,house,5e05163d,213100,"328,000","66,000","2,000",settled,211100,16/07/2013,14/10/2013,nat cat,313,,,,,,,
12311,12311,house,a905f255,205840,"477,000","95,000","1,000",denied,0,26/09/2009,NA,water damage,464,,,,,,,
12312,12312,house,61638b1a,202420,"314,000","63,000","1,000",settled,201420,14/05/2018,12/08/2018,nat cat,306,,,,,,,
12313,12313,house,9b332f2a,236750,"497,000","99,000","1,000",settled,235750,20/01/2010,20/04/2010,other,501,,,,,,,
12314,12314,house,719b828a,202350,"529,000","106,000",500,under investigation,0,28/06/2020,NA,fire,524,,,,,,,
12315,12315,house,3d4c0677,163900,"310,000","62,000","1,000",settled,162900,04/05/2004,02/08/2004,water damage,311,,,,,,,
12316,12316,house,d36bb383,194110,"432,000","86,000","1,000",settled,193110,01/09/2018,30/11/2018,fire,412,,,,,,,
12317,12317,house,05e17ae0,206310,"353,000","71,000","2,000",open,20000,08/11/2017,06/02/2018,theft,363,,,,,,,
12318,12318,house,11fad415,220770,"307,000","61,000","1,000",settled,219770,22/04/2010,21/07/2010,fire,288,,,,,,,
12319,12319,house,b803004a,211570,"185,000","37,000","2,000",under investigation,0,06/11/2023,NA,nat cat,170,,,,,,,
12320,12320,house,13c7c726,200720,"467,000","93,000","2,000",settled,198720,27/02/2005,28/05/2005,fire,469,,,,,,,
12321,12321,house,8db28628,200560,"277,000","55,000",500,under investigation,0,10/03/2019,NA,fire,280,,,,,,,
12322,12322,house,3432c704,204710,"417,000","83,000","2,000",under investigation,0,03/04/2008,NA,water damage,422,,,,,,,
12323,12323,house,984198fb,175160,"233,000","47,000","2,000",under investigation,0,17/04/2021,NA,other,215,,,,,,,
12324,12324,house,7e4e377a,209340,"692,000","138,000",500,open,20000,19/06/2005,17/09/2005,theft,691,,,,,,,
12325,12325,house,2ae3b41b,185080,"235,000","47,000",500,settled,184580,17/05/2007,15/08/2007,fire,215,,,,,,,
12326,12326,house,dc36c2c1,214090,"434,000","87,000","1,000",under investigation,0,21/04/2009,NA,nat cat,450,,,,,,,
12327,12327,house,0f6660ac,186800,"543,000","109,000","1,000",under investigation,0,15/09/2008,NA,other,548,,,,,,,
12328,12328,house,4b6885cd,186350,"561,000","112,000","2,000",settled,184350,28/02/2021,29/05/2021,water damage,569,,,,,,,
12329,12329,house,2d11309c,225780,"360,000","72,000","5,000",settled,220780,05/10/2004,03/01/2005,water damage,352,,,,,,,
12330,12330,house,3b4ab9c1,188790,"474,000","95,000",500,settled,188290,19/11/2017,17/02/2018,water damage,473,,,,,,,
12331,12331,house,969c3e29,190870,"527,000","105,000","2,000",settled,188870,30/05/2021,28/08/2021,water damage,537,,,,,,,
12332,12332,house,494946a3,225770,"533,000","107,000",500,settled,225270,10/10/2018,08/01/2019,water damage,514,,,,,,,
12333,12333,house,ca7c5faf,205530,"547,000","109,000","5,000",settled,200530,30/11/2005,28/02/2006,water damage,562,,,,,,,
12334,12334,house,454f803b,190580,"362,000","72,000",500,settled,190080,05/03/2006,03/06/2006,water damage,349,,,,,,,
12335,12335,house,d70f8c0e,189300,"396,000","79,000","1,000",settled,188300,27/06/2014,25/09/2014,fire,385,,,,,,,
12336,12336,house,f68bccfe,192410,"354,000","71,000","2,000",under investigation,0,17/08/2022,NA,water damage,362,,,,,,,
12337,12337,house,8d16169c,224510,"130,000","26,000","5,000",settled,219510,27/04/2009,26/07/2009,nat cat,114,,,,,,,
12338,12338,house,eec5064e,169520,"388,000","78,000","5,000",settled,164520,22/05/2023,20/08/2023,other,385,,,,,,,
12339,12339,house,70f6c757,201280,"275,000","55,000","1,000",settled,200280,14/03/2005,12/06/2005,fire,280,,,,,,,
12340,12340,house,f48ec430,197080,"637,000","127,000","1,000",denied,0,04/04/2021,NA,fire,645,,,,,,,
12341,12341,house,2b98bc92,184500,"392,000","78,000",500,settled,184000,17/01/2009,17/04/2009,nat cat,396,,,,,,,
12342,12342,house,fa4f5083,203960,"507,000","101,000",500,settled,203460,25/08/2004,23/11/2004,other,503,,,,,,,
12343,12343,house,d064f0dd,207050,"410,000","82,000","5,000",settled,202050,18/03/2018,16/06/2018,other,401,,,,,,,
12344,12344,house,e7888f59,195280,"371,000","74,000","1,000",settled,194280,19/01/2006,19/04/2006,fire,386,,,,,,,
12345,12345,house,9d135dec,221100,"445,000","89,000","1,000",settled,220100,24/08/2005,22/11/2005,water damage,458,,,,,,,
12346,12346,house,515b4df9,204470,"525,000","105,000","5,000",settled,199470,04/01/2018,04/04/2018,fire,522,,,,,,,
12347,12347,house,cc1199e6,215850,"518,000","104,000","1,000",open,20000,16/12/2015,15/03/2016,theft,506,,,,,,,
12348,12348,house,bcd7dfb0,189070,"255,000","51,000",500,open,20000,01/08/2021,30/10/2021,theft,274,,,,,,,
12349,12349,house,6a998aa8,197300,"385,000","77,000",500,open,20000,05/05/2013,03/08/2013,theft,377,,,,,,,
12350,12350,house,0f1796e6,197470,"503,000","101,000","2,000",settled,195470,16/10/2012,14/01/2013,fire,494,,,,,,,
12351,12351,house,d33dd949,209620,"456,000","91,000","5,000",settled,204620,08/11/2016,06/02/2017,fire,444,,,,,,,
12352,12352,house,52165500,188720,"508,000","102,000","1,000",under investigation,0,21/10/2017,NA,fire,516,,,,,,,
12353,12353,house,ec0ff2bb,197680,"525,000","105,000","5,000",settled,192680,29/05/2022,27/08/2022,other,541,,,,,,,
12354,12354,house,764f5cd1,201130,"436,000","87,000","1,000",under investigation,0,18/06/2007,NA,nat cat,438,,,,,,,
12355,12355,house,4f6a26a0,194340,"137,000","27,000","1,000",settled,193340,12/03/2016,10/06/2016,nat cat,150,,,,,,,
12356,12356,house,61881be8,214270,"269,000","54,000",500,denied,0,17/11/2015,NA,other,260,,,,,,,
12357,12357,house,c31acb51,213220,"418,000","84,000",500,under investigation,0,29/05/2005,NA,fire,400,,,,,,,
12358,12358,house,a01db367,197140,"218,000","44,000","2,000",settled,195140,19/01/2005,19/04/2005,water damage,201,,,,,,,
12359,12359,house,0355a576,207270,"494,000","99,000","2,000",settled,205270,14/01/2021,14/04/2021,other,501,,,,,,,
12360,12360,house,1b9e52be,212320,"442,000","88,000",500,settled,211820,03/06/2017,01/09/2017,fire,456,,,,,,,
12361,12361,house,317a6325,233330,"221,000","44,000",500,settled,232830,04/10/2021,02/01/2022,water damage,237,,,,,,,
12362,12362,house,c4b4983e,189750,"404,000","81,000",500,settled,189250,07/02/2021,08/05/2021,water damage,403,,,,,,,
12363,12363,house,7114bac8,232640,"282,000","56,000","5,000",settled,227640,07/12/2009,07/03/2010,nat cat,296,,,,,,,
12364,12364,house,4a28d4cf,220670,"335,000","67,000","2,000",open,20000,05/12/2013,05/03/2014,theft,351,,,,,,,
12365,12365,house,81a5ed2e,194900,"450,000","90,000","2,000",open,20000,04/09/2007,03/12/2007,theft,443,,,,,,,
12366,12366,house,5c4a56ce,189020,"574,000","115,000","1,000",settled,188020,18/06/2010,16/09/2010,nat cat,567,,,,,,,
12367,12367,house,4e2c3fbb,196580,"313,000","63,000",500,denied,0,17/08/2015,NA,fire,307,,,,,,,
12368,12368,house,623efc9e,186420,"302,000","60,000","1,000",open,20000,22/02/2011,23/05/2011,theft,298,,,,,,,
12369,12369,house,2754efe3,219770,"426,000","85,000","2,000",settled,217770,23/07/2012,21/10/2012,water damage,440,,,,,,,
12370,12370,house,5e314f10,205710,"420,000","84,000",500,settled,205210,17/05/2016,15/08/2016,fire,430,,,,,,,
12371,12371,house,60e4ef41,203560,"362,000","72,000","2,000",denied,0,26/04/2023,NA,fire,355,,,,,,,
12372,12372,house,6895caac,193580,"407,000","81,000","5,000",settled,188580,07/10/2009,05/01/2010,water damage,398,,,,,,,
12373,12373,house,22a141f5,201380,"668,000","134,000",500,settled,200880,30/11/2015,28/02/2016,nat cat,650,,,,,,,
12374,12374,house,076926f2,176880,"649,000","130,000",500,settled,176380,09/08/2009,07/11/2009,fire,648,,,,,,,
12375,12375,house,52a83717,172990,"674,000","135,000","2,000",denied,0,31/07/2008,NA,nat cat,660,,,,,,,
12376,12376,house,5ce84e19,213880,"358,000","72,000",500,denied,0,29/09/2014,NA,water damage,354,,,,,,,
12377,12377,house,fce9478a,187040,"666,000","133,000",500,under investigation,0,05/07/2005,NA,fire,681,,,,,,,
12378,12378,house,57ed9b18,170990,"452,000","90,000",500,denied,0,29/01/2007,NA,fire,443,,,,,,,
12379,12379,house,18411aac,208050,"87,000","17,000","2,000",settled,206050,09/07/2016,07/10/2016,water damage,105,,,,,,,
12380,12380,house,efa21034,203400,"452,000","90,000","1,000",settled,202400,11/06/2021,09/09/2021,fire,465,,,,,,,
12381,12381,house,975ca0be,221820,"137,000","27,000","2,000",settled,219820,07/09/2009,06/12/2009,water damage,149,,,,,,,
12382,12382,house,74fbeac9,200660,"579,000","116,000","1,000",denied,0,22/11/2008,NA,water damage,594,,,,,,,
12383,12383,house,4a1b9056,200930,"316,000","63,000","1,000",settled,199930,01/02/2017,02/05/2017,fire,317,,,,,,,
12384,12384,house,2e64950a,198890,"409,000","82,000","1,000",under investigation,0,08/10/2010,NA,water damage,392,,,,,,,
12385,12385,house,8ca30be0,176710,"529,000","106,000","1,000",settled,175710,08/01/2023,08/04/2023,nat cat,521,,,,,,,
12386,12386,house,6fb9a21c,202970,"619,000","124,000",500,settled,202470,01/06/2020,30/08/2020,fire,600,,,,,,,
12387,12387,house,8cc7ff42,194580,"514,000","103,000","5,000",settled,189580,22/05/2018,20/08/2018,fire,522,,,,,,,
12388,12388,house,60f54267,207020,"206,000","41,000","5,000",settled,202020,18/05/2015,16/08/2015,water damage,210,,,,,,,
12389,12389,house,36445087,204900,"276,000","55,000","2,000",open,20000,05/04/2013,04/07/2013,theft,264,,,,,,,
12390,12390,house,1334bb11,202460,"306,000","61,000","5,000",under investigation,0,01/03/2008,NA,fire,315,,,,,,,
12391,12391,house,5610094e,205270,"323,000","65,000","2,000",settled,203270,08/01/2013,08/04/2013,water damage,311,,,,,,,
12392,12392,house,787bfa57,222260,"291,000","58,000","5,000",settled,217260,23/08/2023,21/11/2023,water damage,287,,,,,,,
12393,12393,house,9218f707,206020,"356,000","71,000","5,000",under investigation,0,10/09/2004,NA,water damage,342,,,,,,,
12394,12394,house,c1927af3,195060,"287,000","57,000",500,settled,194560,30/03/2016,28/06/2016,nat cat,286,,,,,,,
12395,12395,house,68166134,181740,"615,000","123,000","5,000",settled,176740,31/07/2005,29/10/2005,fire,616,,,,,,,
12396,12396,house,b914f9ab,237480,"353,000","71,000",500,under investigation,0,16/01/2010,NA,nat cat,367,,,,,,,
12397,12397,house,527c3f5a,197770,"277,000","55,000","2,000",settled,195770,17/04/2021,16/07/2021,water damage,265,,,,,,,
12398,12398,house,66348b7f,204440,"564,000","113,000",500,settled,203940,20/11/2012,18/02/2013,fire,581,,,,,,,
12399,12399,house,87f4eb77,168470,"301,000","60,000","5,000",denied,0,03/08/2022,NA,water damage,288,,,,,,,
12400,12400,house,4098983b,188760,"149,000","30,000","5,000",settled,183760,03/03/2014,01/06/2014,fire,166,,,,,,,
12401,12401,house,6eff1629,187670,"566,000","113,000",500,settled,187170,19/12/2019,18/03/2020,fire,561,,,,,,,
12402,12402,house,4bdac629,185660,"383,000","77,000","2,000",open,20000,24/11/2006,22/02/2007,theft,371,,,,,,,
12403,12403,house,1c7983fa,186190,"655,000","131,000","5,000",settled,181190,16/10/2016,14/01/2017,water damage,660,,,,,,,
12404,12404,house,77acb543,212100,"730,000","146,000","1,000",settled,211100,13/10/2022,11/01/2023,water damage,741,,,,,,,
12405,12405,house,4207709d,194810,"240,000","48,000","2,000",under investigation,0,06/03/2006,NA,water damage,227,,,,,,,
12406,12406,house,39478f2b,184660,"616,000","123,000","1,000",settled,183660,03/01/2023,03/04/2023,nat cat,620,,,,,,,
12407,12407,house,e71a51dc,188810,"221,000","44,000","5,000",under investigation,0,14/08/2005,NA,other,221,,,,,,,
12408,12408,house,df48c298,205490,"502,000",1e+05,"1,000",settled,204490,21/09/2022,20/12/2022,water damage,486,,,,,,,
12409,12409,house,6e6e64c1,184110,"605,000","121,000","1,000",settled,183110,04/10/2013,02/01/2014,water damage,591,,,,,,,
12410,12410,house,d2bccaf9,189500,"472,000","94,000",500,settled,189000,16/08/2020,14/11/2020,water damage,476,,,,,,,
12411,12411,house,9a084b01,223710,"262,000","52,000","2,000",settled,221710,29/11/2011,27/02/2012,nat cat,274,,,,,,,
12412,12412,house,cb32bdfc,198080,"314,000","63,000","5,000",settled,193080,03/07/2013,01/10/2013,fire,306,,,,,,,
12413,12413,house,94f7f3db,192920,"162,000","32,000","1,000",open,20000,30/12/2008,30/03/2009,theft,180,,,,,,,
12414,12414,house,e75cc5b1,183730,"510,000","102,000","1,000",settled,182730,04/11/2007,02/02/2008,other,507,,,,,,,
12415,12415,house,b7bd0b79,183510,"590,000","118,000","1,000",open,20000,28/01/2016,27/04/2016,theft,573,,,,,,,
12416,12416,house,dab0dc88,219660,"432,000","86,000","1,000",settled,218660,19/08/2018,17/11/2018,fire,435,,,,,,,
12417,12417,house,b07ebd4f,214080,"431,000","86,000","2,000",settled,212080,01/03/2004,30/05/2004,fire,446,,,,,,,
12418,12418,house,44e28e14,199090,"368,000","74,000","5,000",settled,194090,17/01/2011,17/04/2011,water damage,359,,,,,,,
12419,12419,house,8615255f,191290,"608,000","122,000","2,000",settled,189290,01/07/2019,29/09/2019,nat cat,597,,,,,,,
12420,12420,house,70fd61d1,219870,"315,000","63,000","5,000",settled,214870,08/12/2017,08/03/2018,water damage,295,,,,,,,
12421,12421,house,af96b23b,173740,"567,000","113,000",500,denied,0,16/02/2016,NA,fire,548,,,,,,,
12422,12422,house,cf453c8a,219550,"263,000","53,000",500,settled,219050,06/12/2017,06/03/2018,water damage,247,,,,,,,
12423,12423,house,80ea4c7b,212160,"196,000","39,000","5,000",settled,207160,13/03/2013,11/06/2013,fire,214,,,,,,,
12424,12424,house,f9571ccd,196210,"446,000","89,000",500,settled,195710,31/08/2008,29/11/2008,water damage,446,,,,,,,
12425,12425,house,ff8cb194,185080,"380,000","76,000","2,000",open,20000,24/03/2011,22/06/2011,theft,395,,,,,,,
12426,12426,house,1c1ae8a7,190940,"699,000","140,000","5,000",settled,185940,23/09/2005,22/12/2005,water damage,707,,,,,,,
12427,12427,house,d33dd48c,165160,"461,000","92,000","2,000",settled,163160,03/06/2012,01/09/2012,fire,473,,,,,,,
12428,12428,house,563880bb,192410,"294,000","59,000","1,000",settled,191410,18/11/2017,16/02/2018,water damage,311,,,,,,,
12429,12429,house,403caf68,196900,"263,000","53,000","1,000",denied,0,06/02/2021,NA,fire,269,,,,,,,
12430,12430,house,036faa61,221670,"387,000","77,000",500,settled,221170,15/03/2016,13/06/2016,fire,396,,,,,,,
12431,12431,house,751130d2,184920,"337,000","67,000","5,000",settled,179920,30/01/2019,30/04/2019,fire,338,,,,,,,
12432,12432,house,fa4c1bb3,186500,"718,000","144,000",500,settled,186000,04/12/2021,04/03/2022,water damage,724,,,,,,,
12433,12433,house,954cf8bf,209550,"547,000","109,000","2,000",under investigation,0,25/10/2019,NA,water damage,545,,,,,,,
12434,12434,house,15014817,212710,"542,000","108,000","2,000",settled,210710,29/08/2006,27/11/2006,fire,546,,,,,,,
12435,12435,house,2ba2ce69,199260,"549,000","110,000","5,000",under investigation,0,26/11/2014,NA,fire,532,,,,,,,
12436,12436,house,5606e188,180720,"488,000","98,000","1,000",open,20000,20/06/2011,18/09/2011,theft,480,,,,,,,
12437,12437,house,e9de656c,201430,"237,000","47,000","2,000",settled,199430,08/04/2013,07/07/2013,water damage,256,,,,,,,
12438,12438,house,41ee04f7,182700,"442,000","88,000","5,000",denied,0,21/10/2009,NA,fire,458,,,,,,,
12439,12439,house,5dfd9eb7,190040,"485,000","97,000",500,settled,189540,15/07/2014,13/10/2014,water damage,488,,,,,,,
12440,12440,house,a6074515,209540,"757,000","151,000","5,000",open,20000,21/05/2010,19/08/2010,theft,769,,,,,,,
12441,12441,house,54ba4f08,208210,"596,000","119,000","5,000",settled,203210,27/03/2004,25/06/2004,nat cat,588,,,,,,,
12442,12442,house,c1259c86,200860,"501,000",1e+05,"2,000",settled,198860,15/07/2016,13/10/2016,water damage,497,,,,,,,
12443,12443,house,31d59ad5,212040,"414,000","83,000","5,000",settled,207040,31/10/2010,29/01/2011,nat cat,429,,,,,,,
12444,12444,house,95f5666a,176970,"460,000","92,000",500,settled,176470,04/11/2012,02/02/2013,water damage,469,,,,,,,
12445,12445,house,1931f041,179440,"557,000","111,000","5,000",settled,174440,31/01/2007,01/05/2007,other,565,,,,,,,
12446,12446,house,8e0696b3,196370,"462,000","92,000",500,settled,195870,09/06/2017,07/09/2017,water damage,465,,,,,,,
12447,12447,house,2f99824a,206100,"429,000","86,000","5,000",settled,201100,13/10/2016,11/01/2017,water damage,426,,,,,,,
12448,12448,house,06f2b229,217970,"611,000","122,000","2,000",denied,0,02/07/2019,NA,water damage,595,,,,,,,
12449,12449,house,1d1f9a01,200830,"446,000","89,000","5,000",settled,195830,03/08/2008,01/11/2008,nat cat,435,,,,,,,
12450,12450,house,1b466ec0,187080,"476,000","95,000","5,000",settled,182080,15/12/2016,15/03/2017,fire,481,,,,,,,
12451,12451,house,5d5c57aa,209190,"666,000","133,000","2,000",denied,0,23/10/2023,NA,water damage,662,,,,,,,
12452,12452,house,f8783230,223240,"291,000","58,000",500,settled,222740,19/05/2009,17/08/2009,fire,290,,,,,,,
12453,12453,house,425e6dd4,170370,"437,000","87,000","5,000",under investigation,0,18/01/2022,NA,water damage,453,,,,,,,
12454,12454,house,50cdd8d6,166930,"649,000","130,000","2,000",settled,164930,30/03/2014,28/06/2014,nat cat,641,,,,,,,
12455,12455,house,817f7ecf,189000,"387,000","77,000",500,settled,188500,25/07/2006,23/10/2006,fire,394,,,,,,,
12456,12456,house,7a7e4302,215930,"275,000","55,000","5,000",settled,210930,07/01/2021,07/04/2021,fire,260,,,,,,,
12457,12457,house,dd7a2b32,195450,"498,000",1e+05,"2,000",settled,193450,05/06/2014,03/09/2014,fire,486,,,,,,,
12458,12458,house,ed9bd1ba,236290,"495,000","99,000","1,000",settled,235290,25/03/2018,23/06/2018,water damage,480,,,,,,,
12459,12459,house,7c5b8500,214770,"271,000","54,000","1,000",open,20000,12/03/2007,10/06/2007,theft,290,,,,,,,
12460,12460,house,38619631,179470,"176,000","35,000","1,000",open,20000,06/03/2017,04/06/2017,theft,182,,,,,,,
12461,12461,house,cae39533,205970,"386,000","77,000",500,under investigation,0,11/05/2007,NA,fire,390,,,,,,,
12462,12462,house,1be4f6a0,211580,"440,000","88,000","5,000",settled,206580,08/03/2012,06/06/2012,fire,428,,,,,,,
12463,12463,house,cea8caff,188120,"397,000","79,000","5,000",under investigation,0,11/03/2012,NA,other,413,,,,,,,
12464,12464,house,83ff59fe,223180,"442,000","88,000",500,under investigation,0,16/06/2014,NA,fire,448,,,,,,,
12465,12465,house,102bd1a5,206440,"539,000","108,000",500,under investigation,0,30/05/2017,NA,fire,526,,,,,,,
12466,12466,house,0fd4863f,198080,"355,000","71,000","5,000",settled,193080,06/06/2006,04/09/2006,fire,358,,,,,,,
12467,12467,house,cf274e4f,187860,"245,000","49,000","5,000",settled,182860,20/11/2012,18/02/2013,fire,244,,,,,,,
12468,12468,house,b5ab5b18,185710,"321,000","64,000","2,000",settled,183710,31/10/2015,29/01/2016,water damage,307,,,,,,,
12469,12469,house,6d8355bb,205410,"365,000","73,000","5,000",settled,200410,19/02/2005,20/05/2005,water damage,357,,,,,,,
12470,12470,house,41aaf9b8,207710,"522,000","104,000","1,000",settled,206710,15/06/2020,13/09/2020,water damage,516,,,,,,,
12471,12471,house,d540cb69,238470,"380,000","76,000","1,000",open,20000,03/01/2010,03/04/2010,theft,385,,,,,,,
12472,12472,house,107a9dd7,183700,"284,000","57,000","5,000",settled,178700,19/04/2015,18/07/2015,fire,289,,,,,,,
12473,12473,house,330a1568,199060,"455,000","91,000",500,under investigation,0,15/01/2016,NA,water damage,441,,,,,,,
12474,12474,house,60d082ef,197510,"461,000","92,000","1,000",settled,196510,13/04/2007,12/07/2007,water damage,448,,,,,,,
